adjudication_id,priority_tier,priority_score,source_candidate_id,source_cohort,historical_record_id,historical_form,historical_component,historical_page,modern_record_id,modern_headword,modern_translation,relation_type,component_candidate_count,semantic_evidence_available,human_reviewed,decision
RHD-ADJ-000140,3,38,RHD-PCORR-000205,probable,RHD-S1809-02291,Sóco,Sóco,365,RD-002381,Sonó,Rastrojo,probable_graphic_correspondence,2,true,false,not_assessed
RHD-ADJ-000141,3,38,RHD-PCORR-000206,probable,RHD-S1809-02291,Sóco,Sóco,365,RD-002390,Soró,Tía (hermana mayor del padre),probable_graphic_correspondence,2,true,false,not_assessed
RHD-ADJ-000142,3,38,RHD-PCORR-000208,probable,RHD-S1809-02306,Sulí,Sulí,366,RD-002416,Suní,"Terminar, acabar, cumplir",probable_graphic_correspondence,2,true,false,not_assessed
RHD-ADJ-000143,3,38,RHD-PCORR-000209,probable,RHD-S1809-02306,Sulí,Sulí,366,RD-002425,Surí,1. No querer convidar 2. No querer dejarle ir,probable_graphic_correspondence,2,true,false,not_assessed
RHD-ADJ-000144,3,38,RHD-PCORR-000219,probable,RHD-S1809-02327,Tamé,Tamé,366,RD-002441,Tabé,Más chiquito,probable_graphic_correspondence,2,true,false,not_assessed
RHD-ADJ-000145,3,38,RHD-PCORR-000220,probable,RHD-S1809-02327,Tamé,Tamé,366,RD-002444,Tamí,"Me, a mi",probable_graphic_correspondence,2,true,false,not_assessed
RHD-ADJ-000146,3,38,RHD-PCORR-000241,probable,RHD-S1809-02393,Terü,Terü,367,RD-002468,Tera,Telar,probable_graphic_correspondence,2,true,false,not_assessed
RHD-ADJ-000147,3,38,RHD-PCORR-000242,probable,RHD-S1809-02393,Terü,Terü,367,RD-002469,Teri,Corto,probable_graphic_correspondence,2,true,false,not_assessed
RHD-ADJ-000148,3,37,RHD-PCORR-000131,probable,RHD-S1809-02093,Natépa,Natépa,362,RD-001531,Narepa,"Saludar (con la mano, tocando el hombro)",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000149,3,37,RHD-PCORR-000132,probable,RHD-S1809-02093,Natépa,Natépa,362,RD-001559,Nateta,Pagar,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000150,3,36,RHD-PCORR-000002,probable,RHD-S1809-00029,Acáca,Acáca,353,RD-000009,Acará,Poner (huaraches),probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000151,3,36,RHD-PCORR-000003,probable,RHD-S1809-00029,Acáca,Acáca,353,RD-000021,Acaná,Boca abajo,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000152,3,36,RHD-PCORR-000004,probable,RHD-S1809-00029,Acáca,Acáca,353,RD-000023,Acará,Herrar,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000153,3,36,RHD-PCORR-000020,probable,RHD-S1809-01663,Baicá,Baicá,354,RD-000127,Bacá,Carrizo,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000154,3,36,RHD-PCORR-000021,probable,RHD-S1809-01663,Baicá,Baicá,354,RD-000155,Baisá,Tercero,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000155,3,36,RHD-PCORR-000022,probable,RHD-S1809-01663,Baicá,Baicá,354,RD-000223,Bicá,Pudrir,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000156,3,36,RHD-PCORR-000058,probable,RHD-S1809-01756,Cuná,Cuná,356,RD-000807,Chuná,Higuera,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000157,3,36,RHD-PCORR-000061,probable,RHD-S1809-01764,Cutsi,Cutsi,356,RD-000601,Cursi,Cruz,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000158,3,36,RHD-PCORR-000062,probable,RHD-S1809-01764,Cutsi,Cutsi,356,RD-000614,Cusí,Palo,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000159,3,36,RHD-PCORR-000063,probable,RHD-S1809-01764,Cutsi,Cutsi,356,RD-000615,Cusí,Tostar (los elotes o las mazorcas),probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000160,3,36,RHD-PCORR-000078,probable,RHD-S1809-01939,Jumá,Jumá,359,RD-001184,Jumsa,Huir,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000161,3,36,RHD-PCORR-000079,probable,RHD-S1809-01939,Jumá,Jumá,359,RD-001185,Jumta,Echar a correr,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000162,3,36,RHD-PCORR-000088,probable,RHD-S1809-02002,Mahá,Mahá,360,RD-001231,Machá,Garrapata,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000163,3,36,RHD-PCORR-000089,probable,RHD-S1809-02002,Mahá,Mahá,360,RD-001245,‘Mahuá,Ir corriendo,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000164,3,36,RHD-PCORR-000097,probable,RHD-S1809-02022,Muhé,Muhé,361,RD-001397,Muhué,"Aumentarse, rendir mucho",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000165,3,36,RHD-PCORR-000119,probable,RHD-S1809-02061,Naguá,Naguá,362,RD-001461,‘Nagá,Mirando,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000166,3,36,RHD-PCORR-000120,probable,RHD-S1809-02061,Naguá,Naguá,362,RD-001462,Nahuá,Llegar,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000167,3,36,RHD-PCORR-000121,probable,RHD-S1809-02061,Naguá,Naguá,362,RD-001463,Nahuá,Raíz,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000168,3,36,RHD-PCORR-000123,probable,RHD-S1809-02079,Napá,Napá,362,RD-001432,Náapa,Alcanzar,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000169,3,36,RHD-PCORR-000124,probable,RHD-S1809-02079,Napá,Napá,362,RD-001506,Napéa,"También, con, juntos",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000170,3,36,RHD-PCORR-000126,probable,RHD-S1809-02082,Napé,Napé,362,RD-001506,Napéa,"También, con, juntos",probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000171,3,36,RHD-PCORR-000147,probable,RHD-S1809-02151,Báca,Báca,363,RD-000137,Bacha,"Primeramente, adelante, enfrente",probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000172,3,36,RHD-PCORR-000148,probable,RHD-S1809-02151,Báca,Báca,363,RD-000138,Bachá,"Meter (a la cárcel), poner (adentro)",probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000173,3,36,RHD-PCORR-000156,probable,RHD-S1809-02217,Rachá,Rachá,364,RD-001899,Racá,Semilla,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000174,3,36,RHD-PCORR-000157,probable,RHD-S1809-02217,Rachá,Rachá,364,RD-001904,Rachí,Aplastarse,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000175,3,36,RHD-PCORR-000158,probable,RHD-S1809-02217,Rachá,Rachá,364,RD-002120,Rochá,Lagartija negra,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000176,3,36,RHD-PCORR-000160,probable,RHD-S1809-02222,Rachó,Rachó,364,RD-001901,Racó,Lirio colorado,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000177,3,36,RHD-PCORR-000161,probable,RHD-S1809-02222,Rachó,Rachó,364,RD-001902,Racó,"Llevar (en un trapo), envolver",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000178,3,36,RHD-PCORR-000162,probable,RHD-S1809-02222,Rachó,Rachó,364,RD-001904,Rachí,Aplastarse,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000179,3,36,RHD-PCORR-000183,probable,RHD-S1809-02254,Saaté,Saaté,365,RD-002213,Sáata,Seguir olfateando,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000180,3,36,RHD-PCORR-000184,probable,RHD-S1809-02254,Saaté,Saaté,365,RD-002214,Sáata,Hacer brasas,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000181,3,36,RHD-PCORR-000185,probable,RHD-S1809-02254,Saaté,Saaté,365,RD-002253,Saté,Arena,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000182,3,34,RHD-PCORR-000013,probable,RHD-S1809-00052,Pará,Pará,363,RD-001796,Paca,"Colar (p. ej.: café, leche, agua)",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000183,3,34,RHD-PCORR-000014,probable,RHD-S1809-00052,Pará,Pará,363,RD-001812,Pasá,"Echar, tirar",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000184,3,34,RHD-PCORR-000015,probable,RHD-S1809-00052,Pará,Pará,363,RD-001830,Pera,1. vt Poner (carona a la bestia) 2. s Carona,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000185,3,34,RHD-PCORR-000017,probable,RHD-S1809-01653,Balá,Balá,354,RD-000127,Bacá,Carrizo,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000186,3,34,RHD-PCORR-000018,probable,RHD-S1809-01653,Balá,Balá,354,RD-000174,Baná,Mejilla,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000187,3,34,RHD-PCORR-000019,probable,RHD-S1809-01653,Balá,Balá,354,RD-000184,Bapá,Apedrear,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000188,3,34,RHD-PCORR-000023,probable,RHD-S1809-01665,Bajé,Bajé,354,RD-000158,Bají,"Tomar, beber (tesgüino, agua)",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000189,3,34,RHD-PCORR-000024,probable,RHD-S1809-01665,Bajé,Bajé,354,RD-000177,Bané,Tener mejillas.,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000190,3,34,RHD-PCORR-000025,probable,RHD-S1809-01665,Bajé,Bajé,354,RD-000192,Baré,Cura,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000191,3,34,RHD-PCORR-000037,probable,RHD-S1809-01693,Buké,Buké,355,RD-000337,Bujé,"Cobrar, quitar algo, multar",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000192,3,34,RHD-PCORR-000038,probable,RHD-S1809-01693,Buké,Buké,355,RD-000342,Buré,Amarrar,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000193,3,34,RHD-PCORR-000039,probable,RHD-S1809-01693,Buké,Buké,355,RD-000350,Busé,Tener ojos,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000194,3,34,RHD-PCORR-000040,probable,RHD-S1809-01697,Bulá,Bulá,355,RD-000338,Buná,1. Agacharse 2. Inclinarse,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000195,3,34,RHD-PCORR-000041,probable,RHD-S1809-01697,Bulá,Bulá,355,RD-000341,Burá,Hacer camino,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000196,3,34,RHD-PCORR-000042,probable,RHD-S1809-01697,Bulá,Bulá,355,RD-000349,Busá,Despertarse,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000197,3,34,RHD-PCORR-000043,probable,RHD-S1809-01700,Búra,Búra,355,RD-000187,Bará,El tiempo de lluvias,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000198,3,34,RHD-PCORR-000044,probable,RHD-S1809-01700,Búra,Búra,355,RD-000338,Buná,1. Agacharse 2. Inclinarse,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000199,3,34,RHD-PCORR-000045,probable,RHD-S1809-01700,Búra,Búra,355,RD-000342,Buré,Amarrar,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000200,3,34,RHD-PCORR-000050,probable,RHD-S1809-01712,Comó?,Comó,355,RD-000504,Comí,1. Estar bajo 2. Hacer arroyo,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000201,3,34,RHD-PCORR-000051,probable,RHD-S1809-01712,Comó?,Comó,355,RD-000536,Coró,"Zopilote pinto, rayado",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000202,3,34,RHD-PCORR-000052,probable,RHD-S1809-01712,Comó?,Comó,355,RD-000547,Cosó,Ahogarse (al tragar).,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000203,3,34,RHD-PCORR-000059,probable,RHD-S1809-01756,Cuná,Cuná,356,RD-000513,Coná,Tostar,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000204,3,34,RHD-PCORR-000060,probable,RHD-S1809-01756,Cuná,Cuná,356,RD-000514,Coná,Sal,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000205,3,34,RHD-PCORR-000072,probable,RHD-S1809-01914,Iché,Iché,358,RD-001058,Ichá,Sembrar,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000206,3,34,RHD-PCORR-000073,probable,RHD-S1809-01914,Iché,Iché,358,RD-001062,Ichí,Matas de maíz,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000207,3,34,RHD-PCORR-000080,probable,RHD-S1809-01939,Jumá,Jumá,359,RD-001152,Jima,Subir,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000208,3,34,RHD-PCORR-000085,probable,RHD-S1809-02000,Mága,Mága,360,RD-001222,Maba,Comer caña,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000209,3,34,RHD-PCORR-000086,probable,RHD-S1809-02000,Mága,Mága,360,RD-001223,Mabá,¡Vamos!,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000210,3,34,RHD-PCORR-000087,probable,RHD-S1809-02000,Mága,Mága,360,RD-001248,"Majá, majahuá",Tener miedo,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000211,3,34,RHD-PCORR-000090,probable,RHD-S1809-02002,Mahá,Mahá,360,RD-001222,Maba,Comer caña,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000212,3,34,RHD-PCORR-000093,probable,RHD-S1809-02013,Móla,Móla,361,RD-001343,Moba,"Sobre, encima",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000213,3,34,RHD-PCORR-000094,probable,RHD-S1809-02013,Móla,Móla,361,RD-001344,Mocá,"Cuero curtido, vaqueta",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000214,3,34,RHD-PCORR-000095,probable,RHD-S1809-02013,Móla,Móla,361,RD-001380,Moyá,Pudrirse (maíz desgranado),probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000215,3,34,RHD-PCORR-000098,probable,RHD-S1809-02022,Muhé,Muhé,361,RD-001401,Mujé,"Tú, usted",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000216,3,34,RHD-PCORR-000099,probable,RHD-S1809-02022,Muhé,Muhé,361,RD-001404,Muné,Sembrar frijol,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000217,3,34,RHD-PCORR-000100,probable,RHD-S1809-02023,Mujá,Mujá,361,RD-001248,"Majá, majahuá",Tener miedo,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000218,3,34,RHD-PCORR-000101,probable,RHD-S1809-02023,Mujá,Mujá,361,RD-001401,Mujé,"Tú, usted",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000219,3,34,RHD-PCORR-000102,probable,RHD-S1809-02023,Mujá,Mujá,361,RD-001403,Muná,Subir (de tierra baja),probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000220,3,34,RHD-PCORR-000107,probable,RHD-S1809-02042,Muni,Muni,361,RD-001258,Maní,Contener un líquido,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000221,3,34,RHD-PCORR-000108,probable,RHD-S1809-02042,Muni,Muni,361,RD-001403,Muná,Subir (de tierra baja),probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000222,3,34,RHD-PCORR-000109,probable,RHD-S1809-02042,Muni,Muni,361,RD-001404,Muné,Sembrar frijol,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000223,3,34,RHD-PCORR-000110,probable,RHD-S1809-02043,Múra,Múra,361,RD-001268,Mará,Hija (habla del padre),probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000224,3,34,RHD-PCORR-000111,probable,RHD-S1809-02043,Múra,Múra,361,RD-001298,Mera,Corretear los animales,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000225,3,34,RHD-PCORR-000112,probable,RHD-S1809-02043,Múra,Múra,361,RD-001403,Muná,Subir (de tierra baja),probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000226,3,34,RHD-PCORR-000113,probable,RHD-S1809-02044,Múla,Múla,361,RD-001403,Muná,Subir (de tierra baja),probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000227,3,34,RHD-PCORR-000114,probable,RHD-S1809-02044,Múla,Múla,361,RD-001408,Murá,Espiga,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000228,3,34,RHD-PCORR-000115,probable,RHD-S1809-02044,Múla,Múla,361,RD-001427,Muyá,"Pudrirse (maíz, trapo mojado, cosa enterrada, madera)",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000229,3,34,RHD-PCORR-000116,probable,RHD-S1809-02045,Musí,Musí,361,RD-001281,‘Masi,Huir,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000230,3,34,RHD-PCORR-000117,probable,RHD-S1809-02045,Musí,Musí,361,RD-001320,"Míisi, misi",Gato,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000231,3,34,RHD-PCORR-000118,probable,RHD-S1809-02045,Musí,Musí,361,RD-001373,Mosí,Desmenuzar (entre las manos),probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000232,3,34,RHD-PCORR-000125,probable,RHD-S1809-02079,Napá,Napá,362,RD-001437,‘Naca,"De lejos, de un lado",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000233,3,34,RHD-PCORR-000127,probable,RHD-S1809-02082,Napé,Napé,362,RD-001436,‘Nabé,Poco más allá,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000234,3,34,RHD-PCORR-000128,probable,RHD-S1809-02082,Napé,Napé,362,RD-001489,Nané,Sonar mucho,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000235,3,34,RHD-PCORR-000133,probable,RHD-S1809-02107,Nené,Nené,362,RD-001489,Nané,Sonar mucho,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000236,3,34,RHD-PCORR-000134,probable,RHD-S1809-02107,Nené,Nené,362,RD-001583,‘Nena,Estar mirando,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000237,3,34,RHD-PCORR-000135,probable,RHD-S1809-02107,Nené,Nené,362,RD-001584,‘Neni,Mirar,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000238,3,34,RHD-PCORR-000137,probable,RHD-S1809-02115,Nipí,Nipí,362,RD-001587,Nepi,Muchísimo,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000239,3,34,RHD-PCORR-000138,probable,RHD-S1809-02115,Nipí,Nipí,362,RD-001611,Nijí,"Dar, entregar, obsequiar",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000240,3,34,RHD-PCORR-000139,probable,RHD-S1809-02115,Nipí,Nipí,362,RD-001620,Nimí,Yo a ti,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000241,3,34,RHD-PCORR-000149,probable,RHD-S1809-02151,Báca,Báca,363,RD-000133,Bacó,Ponerse amarillo (las matas de maíz por haber llovido),probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000242,3,34,RHD-PCORR-000150,probable,RHD-S1809-02165,Peré,Peré,363,RD-001830,Pera,1. vt Poner (carona a la bestia) 2. s Carona,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000243,3,34,RHD-PCORR-000151,probable,RHD-S1809-02165,Peré,Peré,363,RD-001831,Perí,Petate,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000244,3,34,RHD-PCORR-000152,probable,RHD-S1809-02165,Peré,Peré,363,RD-001844,Piré,"Vivir, morar, habitar",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000245,3,34,RHD-PCORR-000153,probable,RHD-S1809-02179,Piri?,Piri,364,RD-001831,Perí,Petate,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000246,3,34,RHD-PCORR-000154,probable,RHD-S1809-02179,Piri?,Piri,364,RD-001844,Piré,"Vivir, morar, habitar",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000247,3,34,RHD-PCORR-000163,probable,RHD-S1809-02228,Raná,Raná,364,RD-001899,Racá,Semilla,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000248,3,34,RHD-PCORR-000164,probable,RHD-S1809-02228,Raná,Raná,364,RD-001920,Rajá,"Alumbrar, arder, quemar",probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000249,3,34,RHD-PCORR-000165,probable,RHD-S1809-02228,Raná,Raná,364,RD-001935,Rané,Tener hijo,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000250,3,34,RHD-PCORR-000166,probable,RHD-S1809-02229,"Ráje, oder táje",Ráje,364,RD-001920,Rajá,"Alumbrar, arder, quemar",probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000251,3,34,RHD-PCORR-000167,probable,RHD-S1809-02229,"Ráje, oder táje",Ráje,364,RD-001929,Ramé,Diente,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000252,3,34,RHD-PCORR-000168,probable,RHD-S1809-02229,"Ráje, oder táje",Ráje,364,RD-001935,Rané,Tener hijo,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000253,3,34,RHD-PCORR-000172,probable,RHD-S1809-02248,Róco,Róco,365,RD-001901,Racó,Lirio colorado,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000254,3,34,RHD-PCORR-000173,probable,RHD-S1809-02248,Róco,Róco,365,RD-001902,Racó,"Llevar (en un trapo), envolver",probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000255,3,34,RHD-PCORR-000174,probable,RHD-S1809-02248,Róco,Róco,365,RD-002152,Romó,Invierno,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000256,3,34,RHD-PCORR-000177,probable,RHD-S1809-02250,Ropá,Ropá,365,RD-001939,Rapá,"Rajarse, partirse",probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000257,3,34,RHD-PCORR-000178,probable,RHD-S1809-02250,Ropá,Ropá,365,RD-002057,Ripá,Arriba,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000258,3,34,RHD-PCORR-000179,probable,RHD-S1809-02250,Ropá,Ropá,365,RD-002058,Ripá,Rascar,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000259,3,34,RHD-PCORR-000180,probable,RHD-S1809-02253,Rúje,Rúje,365,RD-001923,Rajé,Encender ocote (para alumbrar),probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000260,3,34,RHD-PCORR-000181,probable,RHD-S1809-02253,Rúje,Rúje,365,RD-002022,Rijé,Granizo,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000261,3,34,RHD-PCORR-000182,probable,RHD-S1809-02253,Rúje,Rúje,365,RD-002211,Ruyé,"Avisar, aconsejar, informar",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000262,3,34,RHD-PCORR-000192,probable,RHD-S1809-02282,Siká,Siká,365,RD-002274,Sicá,Trasquilar,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000263,3,34,RHD-PCORR-000193,probable,RHD-S1809-02282,Siká,Siká,365,RD-002275,Sicá,Brazo,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000264,3,34,RHD-PCORR-000194,probable,RHD-S1809-02282,Siká,Siká,365,RD-002296,Simá,Irse,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000265,3,34,RHD-PCORR-000195,probable,RHD-S1809-02284,Simi,Simi,365,RD-002296,Simá,Irse,probable_graphic_correspondence,5,true,false,not_assessed
RHD-ADJ-000266,3,34,RHD-PCORR-000196,probable,RHD-S1809-02284,Simi,Simi,365,RD-002299,Simé,Tocar (instrumento musical),probable_graphic_correspondence,5,true,false,not_assessed
RHD-ADJ-000267,3,34,RHD-PCORR-000197,probable,RHD-S1809-02284,Simi,Simi,365,RD-002323,Sipí,"Enfriarse (p. ej.: comida, agua)",probable_graphic_correspondence,5,true,false,not_assessed
RHD-ADJ-000268,3,34,RHD-PCORR-000199,probable,RHD-S1809-02287,"Sini, oder Schine",Sini,365,RD-002301,Simí,Irse,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000269,3,34,RHD-PCORR-000200,probable,RHD-S1809-02287,"Sini, oder Schine",Sini,365,RD-002302,Simí,Caminar,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000270,3,34,RHD-PCORR-000201,probable,RHD-S1809-02287,"Sini, oder Schine",Sini,365,RD-002308,Siná,Gritar,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000271,3,34,RHD-PCORR-000202,probable,RHD-S1809-02290,Sisí,Sisí,365,RD-002301,Simí,Irse,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000272,3,34,RHD-PCORR-000203,probable,RHD-S1809-02290,Sisí,Sisí,365,RD-002302,Simí,Caminar,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000273,3,34,RHD-PCORR-000204,probable,RHD-S1809-02290,Sisí,Sisí,365,RD-002323,Sipí,"Enfriarse (p. ej.: comida, agua)",probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000274,3,34,RHD-PCORR-000213,probable,RHD-S1809-02321,Talá,Talá,366,RD-002435,Tabá,Ponerse la zapeta (taparrabo que se lleva en lugar de pantalón),probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000275,3,34,RHD-PCORR-000214,probable,RHD-S1809-02321,Talá,Talá,366,RD-002436,Taba,Luchar,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000276,3,34,RHD-PCORR-000215,probable,RHD-S1809-02321,Talá,Talá,366,RD-002443,Taca,Tocar (instrumento musical),probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000277,3,34,RHD-PCORR-000216,probable,RHD-S1809-02324,Talí,Talí,366,RD-002444,Tamí,"Me, a mi",probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000278,3,34,RHD-PCORR-000217,probable,RHD-S1809-02324,Talí,Talí,366,RD-002451,Tani,Rogar,probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000279,3,34,RHD-PCORR-000218,probable,RHD-S1809-02324,Talí,Talí,366,RD-002456,Tarí,Semilla (para sembrar),probable_graphic_correspondence,3,true,false,not_assessed
RHD-ADJ-000280,3,34,RHD-PCORR-000225,probable,RHD-S1809-02331,"Taná, oder raná",raná,366,RD-001899,Racá,Semilla,probable_graphic_correspondence,4,true,false,not_assessed
RHD-ADJ-000281,3,34,RHD-PCORR-000226,probable,RHD-S1809-02331,"Taná, oder raná",raná,366,RD-001920,Rajá,"Alumbrar, arder, quemar",probable_graphic_correspondence,4,true,false,not_assessed
