semantic_context_id,adjudication_id,source_candidate_id,priority_tier,signal_type,historical_record_id,historical_form,historical_component,historical_german_gloss,historical_page,modern_record_id,modern_headword,modern_translation,modern_classification,internal_attestation_count,internal_reciprocal_support_count,human_reviewed,semantic_decision
RHD-SEMC-000116,RHD-ADJ-000203,RHD-PCORR-000059,3,internal_reciprocal_documentary_support,RHD-S1809-01756,Cuná,Cuná,Ehemann,356,RD-000513,Coná,Tostar,Vt,2,1,false,not_assessed
RHD-SEMC-000117,RHD-ADJ-000204,RHD-PCORR-000060,3,internal_reciprocal_documentary_support,RHD-S1809-01756,Cuná,Cuná,Ehemann,356,RD-000514,Coná,Sal,S,2,1,false,not_assessed
RHD-SEMC-000118,RHD-ADJ-000217,RHD-PCORR-000100,3,internal_reciprocal_documentary_support,RHD-S1809-02023,Mujá,Mujá,Schimmeln,361,RD-001248,"Majá, majahuá",Tener miedo,Vi,2,1,false,not_assessed
RHD-SEMC-000119,RHD-ADJ-000218,RHD-PCORR-000101,3,internal_reciprocal_documentary_support,RHD-S1809-02023,Mujá,Mujá,Schimmeln,361,RD-001401,Mujé,"Tú, usted",Pron,2,1,false,not_assessed
RHD-SEMC-000120,RHD-ADJ-000219,RHD-PCORR-000102,3,internal_reciprocal_documentary_support,RHD-S1809-02023,Mujá,Mujá,Schimmeln,361,RD-001403,Muná,Subir (de tierra baja),Vi,2,1,false,not_assessed
RHD-SEMC-000121,RHD-ADJ-000226,RHD-PCORR-000113,3,internal_reciprocal_documentary_support,RHD-S1809-02044,Múla,Múla,"oder mila, Katze",361,RD-001403,Muná,Subir (de tierra baja),Vi,2,1,false,not_assessed
RHD-SEMC-000122,RHD-ADJ-000227,RHD-PCORR-000114,3,internal_reciprocal_documentary_support,RHD-S1809-02044,Múla,Múla,"oder mila, Katze",361,RD-001408,Murá,Espiga,S,2,1,false,not_assessed
RHD-SEMC-000123,RHD-ADJ-000228,RHD-PCORR-000115,3,internal_reciprocal_documentary_support,RHD-S1809-02044,Múla,Múla,"oder mila, Katze",361,RD-001427,Muyá,"Pudrirse (maíz, trapo mojado, cosa enterrada, madera)",Vi,2,1,false,not_assessed
RHD-SEMC-000124,RHD-ADJ-000283,RHD-PCORR-000222,3,internal_reciprocal_documentary_support,RHD-S1809-02331,"Taná, oder raná",Taná,"oder raná, Gebähren",366,RD-002435,Tabá,Ponerse la zapeta (taparrabo que se lleva en lugar de pantalón),Vi,2,1,false,not_assessed
RHD-SEMC-000125,RHD-ADJ-000284,RHD-PCORR-000223,3,internal_reciprocal_documentary_support,RHD-S1809-02331,"Taná, oder raná",Taná,"oder raná, Gebähren",366,RD-002436,Taba,Luchar,Vi,2,1,false,not_assessed
RHD-SEMC-000126,RHD-ADJ-000285,RHD-PCORR-000224,3,internal_reciprocal_documentary_support,RHD-S1809-02331,"Taná, oder raná",Taná,"oder raná, Gebähren",366,RD-002443,Taca,Tocar (instrumento musical),Vt,2,1,false,not_assessed
RHD-SEMC-000127,RHD-ADJ-000289,RHD-PCORR-000231,3,internal_reciprocal_documentary_support,RHD-S1809-02335,Tará,Tará,Zählen,366,RD-002435,Tabá,Ponerse la zapeta (taparrabo que se lleva en lugar de pantalón),Vi,2,1,false,not_assessed
RHD-SEMC-000128,RHD-ADJ-000290,RHD-PCORR-000232,3,internal_reciprocal_documentary_support,RHD-S1809-02335,Tará,Tará,Zählen,366,RD-002436,Taba,Luchar,Vi,2,1,false,not_assessed
RHD-SEMC-000129,RHD-ADJ-000291,RHD-PCORR-000233,3,internal_reciprocal_documentary_support,RHD-S1809-02335,Tará,Tará,Zählen,366,RD-002443,Taca,Tocar (instrumento musical),Vt,2,1,false,not_assessed
RHD-SEMC-000130,RHD-ADJ-000058,RHD-PCORR-000122,3,internal_reciprocal_documentary_support,RHD-S1809-02066,Najási,Najási,Gar sehr lang,362,RD-001529,Narasi,Naranja,S,1,1,false,not_assessed
RHD-SEMC-000131,RHD-ADJ-000062,RHD-PCORR-000221,3,internal_reciprocal_documentary_support,RHD-S1809-02330,Tamulé,Tamulé,"Schelle, Klapper",366,RD-002445,Tamujé,Nosotros,Pron,1,1,false,not_assessed
RHD-SEMC-000132,RHD-ADJ-000064,RHD-PCORR-000001,3,internal_reciprocal_documentary_support,RHD-S1809-00027,Abiti oder Apiti,Abiti,ein kleines Kind,353,RD-000004,Abijí,"Todavía, aún",Adv,1,1,false,not_assessed
RHD-SEMC-000133,RHD-ADJ-000065,RHD-PCORR-000016,3,internal_reciprocal_documentary_support,RHD-S1809-00058,Peguá,Peguá,Es iſt hart,363,RD-001827,Pehua,Fumar,Vi,1,1,false,not_assessed
RHD-SEMC-000134,RHD-ADJ-000074,RHD-PCORR-000210,3,internal_reciprocal_documentary_support,RHD-S1809-02309,Tápoa,Tápoa,"Aufſpielen, Muſik machen",366,RD-002452,Tapa,"Acarrear, traer (en las manos)",Vt pl,1,1,false,not_assessed
RHD-SEMC-000135,RHD-ADJ-000075,RHD-PCORR-000211,3,internal_reciprocal_documentary_support,RHD-S1809-02315,Taicá,Taicá,Sonne,366,RD-002443,Taca,Tocar (instrumento musical),Vt,1,1,false,not_assessed
RHD-SEMC-000136,RHD-ADJ-000076,RHD-PCORR-000243,3,internal_reciprocal_documentary_support,RHD-S1809-02403,Togui,Togui,Knab,367,RD-002494,Tohuí,"Muchacho, niño",S sing,1,1,false,not_assessed
RHD-SEMC-000137,RHD-ADJ-000080,RHD-PCORR-000007,3,internal_reciprocal_documentary_support,RHD-S1809-00042,Jejé,Jejé,Mutter,358,RD-001141,Jeré,Así es,,1,1,false,not_assessed
RHD-SEMC-000138,RHD-ADJ-000083,RHD-PCORR-000012,3,internal_reciprocal_documentary_support,RHD-S1809-00049,Páli,Páli,Prieſter,363,RD-001809,Paní,Arriba (en la falda),Adv,1,1,false,not_assessed
RHD-SEMC-000139,RHD-ADJ-000092,RHD-PCORR-000096,3,internal_reciprocal_documentary_support,RHD-S1809-02015,Molé,Molé,Weihrauch,361,RD-001364,Moré,Sahumar,Vi,1,1,false,not_assessed
RHD-SEMC-000140,RHD-ADJ-000106,RHD-PCORR-000010,3,internal_reciprocal_documentary_support,RHD-S1809-00047,Pahí,Pahí,Trinken,363,RD-001799,Pachí,"1. s Elote, mazorca 2. vi Hay elotes",,1,1,false,not_assessed
RHD-SEMC-000141,RHD-ADJ-000117,RHD-PCORR-000175,3,internal_reciprocal_documentary_support,RHD-S1809-02249,Roguí,Roguí,Kaninchen,365,RD-002133,Rohuí,Conejo,S,1,1,false,not_assessed
RHD-SEMC-000142,RHD-ADJ-000118,RHD-PCORR-000176,3,internal_reciprocal_documentary_support,RHD-S1809-02249,Roguí,Roguí,Kaninchen,365,RD-002146,Rojuí,Bellota,S,1,1,false,not_assessed
RHD-SEMC-000143,RHD-ADJ-000121,RHD-PCORR-000011,3,internal_reciprocal_documentary_support,RHD-S1809-00047,Pahí,Pahí,Trinken,363,RD-001809,Paní,Arriba (en la falda),Adv,1,1,false,not_assessed
RHD-SEMC-000144,RHD-ADJ-000122,RHD-PCORR-000035,3,internal_reciprocal_documentary_support,RHD-S1809-01688,Boní,Boní,Schweſter,355,RD-000263,Biní,Hermana menor (de mujer),S,1,1,false,not_assessed
RHD-SEMC-000145,RHD-ADJ-000123,RHD-PCORR-000053,3,internal_reciprocal_documentary_support,RHD-S1809-01737,Coló,Coló,"Kranich, ſ",355,RD-000536,Coró,"Zopilote pinto, rayado",S,1,1,false,not_assessed
RHD-SEMC-000146,RHD-ADJ-000124,RHD-PCORR-000054,3,internal_reciprocal_documentary_support,RHD-S1809-01737,Coló,Coló,"Kranich, ſ",355,RD-000547,Cosó,Ahogarse (al tragar).,Vi,1,1,false,not_assessed
RHD-SEMC-000147,RHD-ADJ-000125,RHD-PCORR-000076,3,internal_reciprocal_documentary_support,RHD-S1809-01937,Jukí,Jukí,Donnerschlag,359,RD-001181,Jubí,Esposas,S pl,1,1,false,not_assessed
RHD-SEMC-000148,RHD-ADJ-000126,RHD-PCORR-000077,3,internal_reciprocal_documentary_support,RHD-S1809-01937,Jukí,Jukí,Donnerschlag,359,RD-001188,Juri,"Sí, seguro",Adv,1,1,false,not_assessed
RHD-SEMC-000149,RHD-ADJ-000127,RHD-PCORR-000081,3,internal_reciprocal_documentary_support,RHD-S1809-01988,Láca,Láca,"Blut, s",360,RD-001191,Labá,"Hueja redonda (reg.), jícara",S,1,1,false,not_assessed
RHD-SEMC-000150,RHD-ADJ-000128,RHD-PCORR-000082,3,internal_reciprocal_documentary_support,RHD-S1809-01988,Láca,Láca,"Blut, s",360,RD-001205,Loca,"Batir, mezclar (pinole en agua)",Vt,1,1,false,not_assessed
RHD-SEMC-000151,RHD-ADJ-000134,RHD-PCORR-000140,3,internal_reciprocal_documentary_support,RHD-S1809-02120,Nokí,Nokí,Bewegen,362,RD-001677,Norí,Nube,S,1,1,false,not_assessed
RHD-SEMC-000152,RHD-ADJ-000135,RHD-PCORR-000141,3,internal_reciprocal_documentary_support,RHD-S1809-02120,Nokí,Nokí,Bewegen,362,RD-001678,Norí,Vuelta,S,1,1,false,not_assessed
RHD-SEMC-000153,RHD-ADJ-000136,RHD-PCORR-000142,3,internal_reciprocal_documentary_support,RHD-S1809-02121,Nolá,Nolá,Sohn,362,RD-001647,Nocá,Moverse,Vi,1,1,false,not_assessed
RHD-SEMC-000154,RHD-ADJ-000137,RHD-PCORR-000143,3,internal_reciprocal_documentary_support,RHD-S1809-02121,Nolá,Nolá,Sohn,362,RD-001670,‘Nora,Traer,Vt,1,1,false,not_assessed
RHD-SEMC-000155,RHD-ADJ-000138,RHD-PCORR-000144,3,internal_reciprocal_documentary_support,RHD-S1809-02122,Nolé,Nolé,"Es überzieht ſich, wird trüb, wolkig",362,RD-001672,Noré,Rodear,Vt,1,1,false,not_assessed
RHD-SEMC-000156,RHD-ADJ-000139,RHD-PCORR-000145,3,internal_reciprocal_documentary_support,RHD-S1809-02122,Nolé,Nolé,"Es überzieht ſich, wird trüb, wolkig",362,RD-001673,Noré,Estar nublado,Vi,1,1,false,not_assessed
RHD-SEMC-000157,RHD-ADJ-000150,RHD-PCORR-000002,3,internal_reciprocal_documentary_support,RHD-S1809-00029,Acáca,Acáca,Speichel,353,RD-000009,Acará,Poner (huaraches),Vi,1,1,false,not_assessed
RHD-SEMC-000158,RHD-ADJ-000151,RHD-PCORR-000003,3,internal_reciprocal_documentary_support,RHD-S1809-00029,Acáca,Acáca,Speichel,353,RD-000021,Acaná,Boca abajo,Adv,1,1,false,not_assessed
RHD-SEMC-000159,RHD-ADJ-000152,RHD-PCORR-000004,3,internal_reciprocal_documentary_support,RHD-S1809-00029,Acáca,Acáca,Speichel,353,RD-000023,Acará,Herrar,Vt,1,1,false,not_assessed
RHD-SEMC-000160,RHD-ADJ-000157,RHD-PCORR-000061,3,internal_reciprocal_documentary_support,RHD-S1809-01764,Cutsi,Cutsi,Kurz,356,RD-000601,Cursi,Cruz,S,1,1,false,not_assessed
RHD-SEMC-000161,RHD-ADJ-000158,RHD-PCORR-000062,3,internal_reciprocal_documentary_support,RHD-S1809-01764,Cutsi,Cutsi,Kurz,356,RD-000614,Cusí,Palo,S,1,1,false,not_assessed
RHD-SEMC-000162,RHD-ADJ-000159,RHD-PCORR-000063,3,internal_reciprocal_documentary_support,RHD-S1809-01764,Cutsi,Cutsi,Kurz,356,RD-000615,Cusí,Tostar (los elotes o las mazorcas),Vt,1,1,false,not_assessed
RHD-SEMC-000163,RHD-ADJ-000176,RHD-PCORR-000160,3,internal_reciprocal_documentary_support,RHD-S1809-02222,Rachó,Rachó,Eine wilde Gans,364,RD-001901,Racó,Lirio colorado,S,1,1,false,not_assessed
RHD-SEMC-000164,RHD-ADJ-000177,RHD-PCORR-000161,3,internal_reciprocal_documentary_support,RHD-S1809-02222,Rachó,Rachó,Eine wilde Gans,364,RD-001902,Racó,"Llevar (en un trapo), envolver",Vt,1,1,false,not_assessed
RHD-SEMC-000165,RHD-ADJ-000178,RHD-PCORR-000162,3,internal_reciprocal_documentary_support,RHD-S1809-02222,Rachó,Rachó,Eine wilde Gans,364,RD-001904,Rachí,Aplastarse,Vi,1,1,false,not_assessed
RHD-SEMC-000166,RHD-ADJ-000179,RHD-PCORR-000183,3,internal_reciprocal_documentary_support,RHD-S1809-02254,Saaté,Saaté,Sand,365,RD-002213,Sáata,Seguir olfateando,Vi,1,1,false,not_assessed
RHD-SEMC-000167,RHD-ADJ-000180,RHD-PCORR-000184,3,internal_reciprocal_documentary_support,RHD-S1809-02254,Saaté,Saaté,Sand,365,RD-002214,Sáata,Hacer brasas,Vi,1,1,false,not_assessed
RHD-SEMC-000168,RHD-ADJ-000181,RHD-PCORR-000185,3,internal_reciprocal_documentary_support,RHD-S1809-02254,Saaté,Saaté,Sand,365,RD-002253,Saté,Arena,S,1,1,false,not_assessed
RHD-SEMC-000169,RHD-ADJ-000191,RHD-PCORR-000037,3,internal_reciprocal_documentary_support,RHD-S1809-01693,Buké,Buké,"Haben, beſitzen, ſ",355,RD-000337,Bujé,"Cobrar, quitar algo, multar",Vi,1,1,false,not_assessed
RHD-SEMC-000170,RHD-ADJ-000192,RHD-PCORR-000038,3,internal_reciprocal_documentary_support,RHD-S1809-01693,Buké,Buké,"Haben, beſitzen, ſ",355,RD-000342,Buré,Amarrar,Vi,1,1,false,not_assessed
RHD-SEMC-000171,RHD-ADJ-000193,RHD-PCORR-000039,3,internal_reciprocal_documentary_support,RHD-S1809-01693,Buké,Buké,"Haben, beſitzen, ſ",355,RD-000350,Busé,Tener ojos,Vi,1,1,false,not_assessed
RHD-SEMC-000172,RHD-ADJ-000242,RHD-PCORR-000150,3,internal_reciprocal_documentary_support,RHD-S1809-02165,Peré,Peré,"Satteln, aufbreiten, decken",363,RD-001830,Pera,1. vt Poner (carona a la bestia) 2. s Carona,,1,1,false,not_assessed
RHD-SEMC-000173,RHD-ADJ-000243,RHD-PCORR-000151,3,internal_reciprocal_documentary_support,RHD-S1809-02165,Peré,Peré,"Satteln, aufbreiten, decken",363,RD-001831,Perí,Petate,S,1,1,false,not_assessed
RHD-SEMC-000174,RHD-ADJ-000244,RHD-PCORR-000152,3,internal_reciprocal_documentary_support,RHD-S1809-02165,Peré,Peré,"Satteln, aufbreiten, decken",363,RD-001844,Piré,"Vivir, morar, habitar",Vi pl,1,1,false,not_assessed
RHD-SEMC-000175,RHD-ADJ-000247,RHD-PCORR-000163,3,internal_reciprocal_documentary_support,RHD-S1809-02228,Raná,Raná,Gebähren,364,RD-001899,Racá,Semilla,S,1,1,false,not_assessed
RHD-SEMC-000176,RHD-ADJ-000248,RHD-PCORR-000164,3,internal_reciprocal_documentary_support,RHD-S1809-02228,Raná,Raná,Gebähren,364,RD-001920,Rajá,"Alumbrar, arder, quemar",Vi,1,1,false,not_assessed
RHD-SEMC-000177,RHD-ADJ-000249,RHD-PCORR-000165,3,internal_reciprocal_documentary_support,RHD-S1809-02228,Raná,Raná,Gebähren,364,RD-001935,Rané,Tener hijo,vi,1,1,false,not_assessed
RHD-SEMC-000178,RHD-ADJ-000256,RHD-PCORR-000177,3,internal_reciprocal_documentary_support,RHD-S1809-02250,Ropá,Ropá,Verlassen,365,RD-001939,Rapá,"Rajarse, partirse",Vi,1,1,false,not_assessed
RHD-SEMC-000179,RHD-ADJ-000257,RHD-PCORR-000178,3,internal_reciprocal_documentary_support,RHD-S1809-02250,Ropá,Ropá,Verlassen,365,RD-002057,Ripá,Arriba,Adv,1,1,false,not_assessed
RHD-SEMC-000180,RHD-ADJ-000258,RHD-PCORR-000179,3,internal_reciprocal_documentary_support,RHD-S1809-02250,Ropá,Ropá,Verlassen,365,RD-002058,Ripá,Rascar,Vt,1,1,false,not_assessed
RHD-SEMC-000181,RHD-ADJ-000271,RHD-PCORR-000202,3,internal_reciprocal_documentary_support,RHD-S1809-02290,Sisí,Sisí,Harnen,365,RD-002301,Simí,Irse,Vi sg,1,1,false,not_assessed
RHD-SEMC-000182,RHD-ADJ-000272,RHD-PCORR-000203,3,internal_reciprocal_documentary_support,RHD-S1809-02290,Sisí,Sisí,Harnen,365,RD-002302,Simí,Caminar,Vi sg,1,1,false,not_assessed
RHD-SEMC-000183,RHD-ADJ-000273,RHD-PCORR-000204,3,internal_reciprocal_documentary_support,RHD-S1809-02290,Sisí,Sisí,Harnen,365,RD-002323,Sipí,"Enfriarse (p. ej.: comida, agua)",Vi,1,1,false,not_assessed
RHD-SEMC-000184,RHD-ADJ-000280,RHD-PCORR-000225,3,internal_reciprocal_documentary_support,RHD-S1809-02331,"Taná, oder raná",raná,"oder raná, Gebähren",366,RD-001899,Racá,Semilla,S,1,1,false,not_assessed
RHD-SEMC-000185,RHD-ADJ-000281,RHD-PCORR-000226,3,internal_reciprocal_documentary_support,RHD-S1809-02331,"Taná, oder raná",raná,"oder raná, Gebähren",366,RD-001920,Rajá,"Alumbrar, arder, quemar",Vi,1,1,false,not_assessed
RHD-SEMC-000186,RHD-ADJ-000282,RHD-PCORR-000227,3,internal_reciprocal_documentary_support,RHD-S1809-02331,"Taná, oder raná",raná,"oder raná, Gebähren",366,RD-001935,Rané,Tener hijo,vi,1,1,false,not_assessed
RHD-SEMC-000187,RHD-ADJ-000090,RHD-PCORR-000074,3,internal_form_attestation_only,RHD-S1809-01922,Igue,Igue,Sehr,359,RD-001101,Iqué,Ventilar,Vt,8,0,false,not_assessed
RHD-SEMC-000188,RHD-ADJ-000078,RHD-PCORR-000245,3,internal_form_attestation_only,RHD-S1809-02410,Tſani- oder tſainijolájameke,Tſani-,Der Böſes thut,367,RD-002451,Tani,Rogar,Vt,4,0,false,not_assessed
RHD-SEMC-000189,RHD-ADJ-000079,RHD-PCORR-000246,3,internal_form_attestation_only,RHD-S1809-02411,Tſani- oder tſainijoliki,Tſani-,Uebelthat,367,RD-002451,Tani,Rogar,Vt,4,0,false,not_assessed
RHD-SEMC-000190,RHD-ADJ-000129,RHD-PCORR-000103,3,internal_form_attestation_only,RHD-S1809-02027,Mukí,Mukí,Weibsbild,361,RD-001405,Muní,Frijol,S,4,0,false,not_assessed
RHD-SEMC-000191,RHD-ADJ-000130,RHD-PCORR-000104,3,internal_form_attestation_only,RHD-S1809-02027,Mukí,Mukí,Weibsbild,361,RD-001420,Musí,"Tipo de pez negro, bargón",S,4,0,false,not_assessed
RHD-SEMC-000192,RHD-ADJ-000131,RHD-PCORR-000105,3,internal_form_attestation_only,RHD-S1809-02029,Muki,Muki,"guguéke, Jungfrau",361,RD-001405,Muní,Frijol,S,4,0,false,not_assessed
RHD-SEMC-000193,RHD-ADJ-000132,RHD-PCORR-000106,3,internal_form_attestation_only,RHD-S1809-02029,Muki,Muki,"guguéke, Jungfrau",361,RD-001420,Musí,"Tipo de pez negro, bargón",S,4,0,false,not_assessed
RHD-SEMC-000194,RHD-ADJ-000153,RHD-PCORR-000020,3,internal_form_attestation_only,RHD-S1809-01663,Baicá,Baicá,Drey,354,RD-000127,Bacá,Carrizo,S,4,0,false,not_assessed
RHD-SEMC-000195,RHD-ADJ-000154,RHD-PCORR-000021,3,internal_form_attestation_only,RHD-S1809-01663,Baicá,Baicá,Drey,354,RD-000155,Baisá,Tercero,Adv,4,0,false,not_assessed
RHD-SEMC-000196,RHD-ADJ-000155,RHD-PCORR-000022,3,internal_form_attestation_only,RHD-S1809-01663,Baicá,Baicá,Drey,354,RD-000223,Bicá,Pudrir,Vi,4,0,false,not_assessed
RHD-SEMC-000197,RHD-ADJ-000164,RHD-PCORR-000097,3,internal_form_attestation_only,RHD-S1809-02022,Muhé,Muhé,"muhéli, Du",361,RD-001397,Muhué,"Aumentarse, rendir mucho",Vi pl,4,0,false,not_assessed
RHD-SEMC-000198,RHD-ADJ-000170,RHD-PCORR-000126,3,internal_form_attestation_only,RHD-S1809-02082,Napé,Napé,Nebeneinander,362,RD-001506,Napéa,"También, con, juntos",Adv,4,0,false,not_assessed
RHD-SEMC-000199,RHD-ADJ-000215,RHD-PCORR-000098,3,internal_form_attestation_only,RHD-S1809-02022,Muhé,Muhé,"muhéli, Du",361,RD-001401,Mujé,"Tú, usted",Pron,4,0,false,not_assessed
RHD-SEMC-000200,RHD-ADJ-000216,RHD-PCORR-000099,3,internal_form_attestation_only,RHD-S1809-02022,Muhé,Muhé,"muhéli, Du",361,RD-001404,Muné,Sembrar frijol,Vt,4,0,false,not_assessed
RHD-SEMC-000201,RHD-ADJ-000233,RHD-PCORR-000127,3,internal_form_attestation_only,RHD-S1809-02082,Napé,Napé,Nebeneinander,362,RD-001436,‘Nabé,Poco más allá,Adv,4,0,false,not_assessed
RHD-SEMC-000202,RHD-ADJ-000234,RHD-PCORR-000128,3,internal_form_attestation_only,RHD-S1809-02082,Napé,Napé,Nebeneinander,362,RD-001489,Nané,Sonar mucho,Vi,4,0,false,not_assessed
RHD-SEMC-000203,RHD-ADJ-000088,RHD-PCORR-000070,3,internal_form_attestation_only,RHD-S1809-01902,Húli,Húli,s,358,RD-000991,Huíi,"Lanzar, amarrar (un animal)",Vt,3,0,false,not_assessed
RHD-SEMC-000204,RHD-ADJ-000119,RHD-PCORR-000188,3,internal_form_attestation_only,RHD-S1809-02273,Seguí,Seguí,Auf eine andere Weise,365,RD-002372,Soguí,Casi,Adv,3,0,false,not_assessed
RHD-SEMC-000205,RHD-ADJ-000120,RHD-PCORR-000189,3,internal_form_attestation_only,RHD-S1809-02273,Seguí,Seguí,Auf eine andere Weise,365,RD-002403,Suguí,Tesgüino,S,3,0,false,not_assessed
RHD-SEMC-000206,RHD-ADJ-000253,RHD-PCORR-000172,3,internal_form_attestation_only,RHD-S1809-02248,Róco,Róco,"Es mangelt, geht ab",365,RD-001901,Racó,Lirio colorado,S,3,0,false,not_assessed
RHD-SEMC-000207,RHD-ADJ-000254,RHD-PCORR-000173,3,internal_form_attestation_only,RHD-S1809-02248,Róco,Róco,"Es mangelt, geht ab",365,RD-001902,Racó,"Llevar (en un trapo), envolver",Vt,3,0,false,not_assessed
RHD-SEMC-000208,RHD-ADJ-000255,RHD-PCORR-000174,3,internal_form_attestation_only,RHD-S1809-02248,Róco,Róco,"Es mangelt, geht ab",365,RD-002152,Romó,Invierno,S,3,0,false,not_assessed
RHD-SEMC-000209,RHD-ADJ-000295,RHD-PCORR-000238,3,internal_form_attestation_only,RHD-S1809-02381,Tepá,Tepá,"oder repá, Oben",367,RD-002452,Tapa,"Acarrear, traer (en las manos)",Vt pl,3,0,false,not_assessed
RHD-SEMC-000210,RHD-ADJ-000296,RHD-PCORR-000239,3,internal_form_attestation_only,RHD-S1809-02381,Tepá,Tepá,"oder repá, Oben",367,RD-002463,Teca,Afinar el violín,Vt,3,0,false,not_assessed
RHD-SEMC-000211,RHD-ADJ-000297,RHD-PCORR-000240,3,internal_form_attestation_only,RHD-S1809-02381,Tepá,Tepá,"oder repá, Oben",367,RD-002468,Tera,Telar,S,3,0,false,not_assessed
RHD-SEMC-000212,RHD-ADJ-000054,RHD-PCORR-000026,3,internal_form_attestation_only,RHD-S1809-01668,Baiſſá,Baiſſá,dreymal,354,RD-000155,Baisá,Tercero,Adv,2,0,false,not_assessed
RHD-SEMC-000213,RHD-ADJ-000086,RHD-PCORR-000064,3,internal_form_attestation_only,RHD-S1809-01797,Galá,Galá,Gut,356,RD-000849,Gará,1. bueno (sabroso) 2. bien (sano),"Adj, adv",2,0,false,not_assessed
RHD-SEMC-000214,RHD-ADJ-000094,RHD-PCORR-000169,3,internal_form_attestation_only,RHD-S1809-02229,"Ráje, oder táje",táje,"oder táje, s",364,RD-002441,Tabé,Más chiquito,Adj,2,0,false,not_assessed
RHD-SEMC-000215,RHD-ADJ-000097,RHD-PCORR-000212,3,internal_form_attestation_only,RHD-S1809-02316,Táje,Táje,"oder ráje, ſ",366,RD-002441,Tabé,Más chiquito,Adj,2,0,false,not_assessed
RHD-SEMC-000216,RHD-ADJ-000114,RHD-PCORR-000068,3,internal_form_attestation_only,RHD-S1809-01881,Hiáſi,Hiáſi,"vielfach, machet hurtig",358,RD-000923,Huasí,Cola,S,2,0,false,not_assessed
RHD-SEMC-000217,RHD-ADJ-000115,RHD-PCORR-000069,3,internal_form_attestation_only,RHD-S1809-01881,Hiáſi,Hiáſi,"vielfach, machet hurtig",358,RD-000924,Huasí,Suegra,S,2,0,false,not_assessed
RHD-SEMC-000218,RHD-ADJ-000140,RHD-PCORR-000205,3,internal_form_attestation_only,RHD-S1809-02291,Sóco,Sóco,"Zwirn, von Aloe",365,RD-002381,Sonó,Rastrojo,S,2,0,false,not_assessed
RHD-SEMC-000219,RHD-ADJ-000141,RHD-PCORR-000206,3,internal_form_attestation_only,RHD-S1809-02291,Sóco,Sóco,"Zwirn, von Aloe",365,RD-002390,Soró,Tía (hermana mayor del padre),S,2,0,false,not_assessed
RHD-SEMC-000220,RHD-ADJ-000250,RHD-PCORR-000166,3,internal_form_attestation_only,RHD-S1809-02229,"Ráje, oder táje",Ráje,"oder táje, s",364,RD-001920,Rajá,"Alumbrar, arder, quemar",Vi,2,0,false,not_assessed
RHD-SEMC-000221,RHD-ADJ-000251,RHD-PCORR-000167,3,internal_form_attestation_only,RHD-S1809-02229,"Ráje, oder táje",Ráje,"oder táje, s",364,RD-001929,Ramé,Diente,S,2,0,false,not_assessed
RHD-SEMC-000222,RHD-ADJ-000252,RHD-PCORR-000168,3,internal_form_attestation_only,RHD-S1809-02229,"Ráje, oder táje",Ráje,"oder táje, s",364,RD-001935,Rané,Tener hijo,vi,2,0,false,not_assessed
RHD-SEMC-000223,RHD-ADJ-000259,RHD-PCORR-000180,3,internal_form_attestation_only,RHD-S1809-02253,Rúje,Rúje,Sprechen,365,RD-001923,Rajé,Encender ocote (para alumbrar),Vt,2,0,false,not_assessed
RHD-SEMC-000224,RHD-ADJ-000260,RHD-PCORR-000181,3,internal_form_attestation_only,RHD-S1809-02253,Rúje,Rúje,Sprechen,365,RD-002022,Rijé,Granizo,S,2,0,false,not_assessed
RHD-SEMC-000225,RHD-ADJ-000261,RHD-PCORR-000182,3,internal_form_attestation_only,RHD-S1809-02253,Rúje,Rúje,Sprechen,365,RD-002211,Ruyé,"Avisar, aconsejar, informar",Vt,2,0,false,not_assessed
RHD-SEMC-000226,RHD-ADJ-000061,RHD-PCORR-000198,3,internal_form_attestation_only,RHD-S1809-02286,Simigó,Simigó,"So geh doch, ſ",365,RD-002303,Simigá,¡Vaya!,,1,0,false,not_assessed
RHD-SEMC-000227,RHD-ADJ-000071,RHD-PCORR-000136,3,internal_form_attestation_only,RHD-S1809-02108,Néóca,Néóca,Reden,362,RD-001647,Nocá,Moverse,Vi,1,0,false,not_assessed
RHD-SEMC-000228,RHD-ADJ-000072,RHD-PCORR-000159,3,internal_form_attestation_only,RHD-S1809-02219,Raché,Raché,Es flammet,364,RD-001904,Rachí,Aplastarse,Vi,1,0,false,not_assessed
RHD-SEMC-000229,RHD-ADJ-000073,RHD-PCORR-000171,3,internal_form_attestation_only,RHD-S1809-02233,Rhaná,Rhaná,Es donnert,364,RD-001932,Raná,1. vt Parir 2. s Hijo,,1,0,false,not_assessed
RHD-SEMC-000230,RHD-ADJ-000084,RHD-PCORR-000036,3,internal_form_attestation_only,RHD-S1809-01691,Bucú,Bucú,iſt der allgemeine Name aller vierfüßigen zahmen Thiere,355,RD-000346,Burú,Estar el camino (hacia e l lugar mencionado),Vi,1,0,false,not_assessed
RHD-SEMC-000231,RHD-ADJ-000095,RHD-PCORR-000190,3,internal_form_attestation_only,RHD-S1809-02276,Senú,Senú,Ein anderes,365,RD-002418,Sunú,Maíz,S,1,0,false,not_assessed
